        Zone      Season        Index    Path      Row       Acquisition     Scene_id                Julian Date      
        19        leafon        3        40        30        08/14/00        7040030000022750        00227        
        19        leafon        4        40        28        07/27/99        7040028009920850        99208        
        19        leafon        5        41        27        07/10/02        7041027000219150        02191        
        19        leafon        5        41        28        07/10/02        7041028000219150        02191        
        19        leafon        6        41        26        07/07/01        7041026000118850        01188        
        19        leafon        7        39        28        07/12/02        7039028000219350        02193        
        19        leafon        7        39        29        07/12/02        7039029000219350        02193        
        19        leafon        8        39        27        07/22/00        7039027000020450        00204        
        19        leafon        9        38        28        07/05/02        7038028000218650        02186
        19        leafoff       1        40        26        09/15/00        7040026000025950        00259        
        19        leafoff       2        40        27        09/13/99        7040027009925650        99256        
        19        leafoff       2        40        28        09/13/99        7040028009925650        99256        
        19        leafoff       2        40        29        09/13/99        7040029009925650        99256        
        19        leafoff       2        40        30        09/13/99        7040030009925650        99256        
        19        leafoff       3        39        27        09/22/99        7039027009926550        99265        
        19        leafoff       3        39        28        09/22/99        7039028009926550        99265        
        19        leafoff       3        39        29        09/22/99        7039029009926550        99265        
        19        leafoff       4        38        28        09/15/99        7038028009925850        99258        
        19        leafoff       5        41        26        10/08/00        7041026000028250        00282        
        19        leafoff       5        41        27        10/08/00        7041027000028250        00282        
        19        leafoff       5        41        28        10/08/00        7041028000028250        00282
        20        spring        1        36        26        04/20/00        5036026000011110        00111
        20        spring        2        36        27        05/20/02        7036027000214050        02140
        20        spring        3        36        28        05/17/01        7036028000113750        01137
        20        spring        4        37        26        05/24/01        7037026000114450        01144
        20        spring        4        37        27        05/24/01        7037027000114450        01144
        20        spring        4        37        28        05/24/01        7037028000114450        01144
        20        spring        5        38        26        05/07/01        5038026000112710        01127
        20        spring        5        38        27        05/07/01        5038027000112710        01127
        20        spring        6        38        27        05/02/02        7038027000212250        02122
        20        spring        7        38        28        05/23/01        5038028000114310        01143
        20        spring        8        39        26        05/22/01        7039026000114250        01142
        20        spring        8        39        27        05/22/01        7039027000114250        01142
        20        spring        9        40        26        05/29/01        7040026000114950        01149
        20        spring        9        40        27        05/29/01        7040027000114950        01149
        20        leafon        1        36        26        08/05/01        7036026000121750        01217        
        20        leafon        2        36        27        08/19/03        5036027000323110        03231        
        20        leafon        2        36        28        08/19/03        5036028000323110        03231        
        20        leafon        3        37        26        08/09/00        7037026000022250        00222        
        20        leafon        4        37        27        07/30/02        7037027000221150        02211        
        20        leafon        4        37        28        07/30/02        7037028000221150        02211        
        20        leafon        5        38        26        07/05/02        7038026000218650        02186        
        20        leafon        5        38        27        07/05/02        7038027000218650        02186        
        20        leafon        9        38        27        08/30/99        7038027009924250        99242        
        20        leafon        5        38        28        07/05/02        7038028000218650        02186        
        20        leafon        6        39        26        07/22/00        7039026000020450        00204        
        20        leafon        6        39        27        07/22/00        7039027000020450        00204        
        20        leafon        7        39        28        07/12/02        7039028000219350        02193        
        20        leafon        8        40        26        07/29/00        7040026000021150        00211        
        20        leafon        8        40        27        07/29/00        7040027000021150        00211
        20        leafoff       1        36        26        09/17/99        7036026009926050        99260        
        20        leafoff       2        36        27        09/30/01        5036027000127310        01273        
        20        leafoff       3        36        28        09/22/01        7036028000126550        01265        
        20        leafoff       4        37        26        10/15/01        7037026000128850        01288        
        20        leafoff       4        37        27        10/15/01        7037027000128850        01288        
        20        leafoff       5        37        28        09/26/00        7037028000027050        00270        
        20        leafoff       6        38        26        08/30/99        7038026009924250        99242        
        20        leafoff       6        38        27        08/30/99        7038027009924250        99242        
        20        leafoff       7        38        28        09/15/99        7038028009925850        99258        
        20        leafoff       8        39        26        09/22/99        7039026009926550        99265        
        20        leafoff       8        39        27        09/22/99        7039027009926550        99265        
        20        leafoff       9        40        26        09/15/00        7040026000025950        00259        
        20        leafoff      10        40        27        10/02/03        5040027000327510        03275        
        20        leafoff      11        41        26        09/25/01        7041026000126850        01268
        21        spring        1        37        29        05/24/01        7037029000114450        01144        
        21        spring        2        37        29        06/01/01        5037029000115210        01152        
        21        spring        2        37        30        06/01/01        5037030000115210        01152        
        21        spring        1        37        30        05/24/01        7037030000114450        01144        
        21        spring        3        38        28        05/23/01        5038028000114310        01143        
        21        spring        3        38        29        05/23/01        5038029000114310        01143        
        21        spring        3        38        30        05/23/01        5038030000114310        01143        
        21        spring        3        38        31        05/23/01        5038031000114310        01143        
        21        spring        4        39        28        06/26/02        7039028000217750        02177        
        21        spring        5        39        29        06/04/00        7039029000015650        00156
        21        leafon        1        37        29        07/30/02        7037029000221150        02211        
        21        leafon        2        37        30        07/27/01        7037030000120850        01208        
        21        leafon        3        37        30        07/09/03        5037030000319010        03190        
        21        leafon        4        38        28        07/05/02        7038028000218650        02186        
        21        leafon        4        38        29        07/05/02        7038029000218650        02186        
        21        leafon        5        38        30        08/01/03        5038030000321310        03213        
        21        leafon        6        38        31        06/29/00        7038031000018150        00181        
        21        leafon        7        39        28        07/12/02        7039028000219350        02193        
        21        leafon        7        39        29        07/12/02        7039029000219350        02193        
        21        leafon        8        39        29        07/01/01        5039029000118210        01182        
        21        leafon        7        39        30        07/12/01        7039030000119350        01193
        21        leafoff       1        37        29        09/08/99        7037029009925150        99251        
        21        leafoff       1        37        30        09/08/99        7037030009925150        99251        
        21        leafoff       2        37        31        09/10/00        7037031000025450        00254        
        21        leafoff       3        38        28        09/15/99        7038028009925850        99258        
        21        leafoff       4        38        28        09/02/03        5038028000324510        03245        
        21        leafoff       3        38        29        09/15/99        7038029009925850        99258        
        21        leafoff       5        38        29        09/20/01        7038029000126350        01263        
        21        leafoff       3        38        30        09/15/99        7038030009925850        99258        
        21        leafoff       6        38        31        10/03/00        7038031000027750        00277
        21        leafoff       7        39        28        09/22/99        7039028009926550        99265
        21        leafoff       7        39        29        09/22/99        7039029009926550        99265
        22        spring        1        34        31        04/04/02        7034031000209450        02094
        22        spring        2        34        32        04/17/01        7034032000110750        01107
        22        spring        3        35        30        04/21/00        7035030000011250        00112
        22        spring        4        35        31        05/31/00        5035031000015210        00152
        22        spring        4        35        32        05/31/00        5035032000015210        00152
        22        spring        5        36        29        05/25/01        5036029000114510        01145
        22        spring        6        36        30        05/04/02        7036030000212450        02124
        22        spring        7        36        31        04/28/00        7036031000011950        00119
        22        spring        8        36        32        04/12/00        7036032000010350        00103
        22        spring        9        37        28        05/24/01        7037028000114450        01144
        22        spring        9        37        29        05/24/01        7037029000114450        01144
        22        spring       10        37        30        05/14/03        7037030000313450        03134
        22        spring       11        37        31        05/08/01        7037031000112850        01128
        22        spring       11        37        32        05/08/01        7037032000112850        01128
        22        spring       12        38        31        05/23/01        5038031000114310        01143
        22        spring       13        37        30        06/01/01        5037030000115210        01152
        22        leafon        1        34        31        07/09/02        7034031000219050        02190        
        22        leafon        2        34        32        06/23/02        7034032000217450        02174        
        22        leafon        3        35        30        07/16/02        7035030000219750        02197        
        22        leafon        3        35        31        07/16/02        7035031000219750        02197        
        22        leafon        4        35        32        06/30/02        7035032000218150        02181        
        22        leafon        5        36        29        08/16/99        7036029009922850        99228        
        22        leafon        5        36        30        08/16/99        7036030009922850        99228        
        22        leafon        6        36        31        07/07/02        7036031000218850        02188        
        22        leafon        7        36        32        06/07/00        5036032000015910        00159        
        22        leafon        8        37        28        07/30/02        7037028000221150        02211        
        22        leafon        8        37        29        07/30/02        7037029000221150        02211        
        22        leafon        9        37        30        07/27/01        7037030000120850        01208        
        22        leafon       10        37        31        07/06/99        7037031009918750        99187        
        22        leafon       11        37        32        07/30/02        7037032000221150        02211        
        22        leafon       12        38        31        06/29/00        7038031000018150        00181
        22        leafoff       1        34        31        10/13/02        7034031000228650        02286        
        22        leafoff       2        34        32        11/06/99        7034032009931050        99310        
        22        leafoff       3        35        30        10/01/01        7035030000127450        01274        
        22        leafoff       3        35        31        10/01/01        7035031000127450        01274        
        22        leafoff       4        35        32        11/13/99        7035032009931750        99317        
        22        leafoff       5        36        29        09/22/01        7036029000126550        01265        
        22        leafoff       6        36        30        10/22/03        5036030000329510        03295        
        22        leafoff       7        36        31        09/03/00        7036031000024750        00247        
        22        leafoff       8        36        32        11/04/99        7036032009930850        99308        
        22        leafoff       9        37        28        10/18/02        7037028000229150        02291        
        22        leafoff       9        37        29        10/18/02        7037029000229150        02291        
        22        leafoff      10        37        30        10/10/99        7037030009928350        99283        
        22        leafoff      11        37        31        09/10/00        7037031000025450        00254        
        22        leafoff      10        37        32        10/10/99        7037032009928350        99283        
        22        leafoff      12        38        31        10/17/99        7038031009929050        99290        
        22        leafoff      13        35        31        11/13/99        7035031009931750        99317
        22        leafoff      14        36        31        04/28/00        7036031000011950        00119
        23        spring        1        34        33        04/17/01        7034033000110750        01107
        23        spring        1        34        34        04/17/01        7034034000110750        01107
        23        spring        2        35        32        05/31/00        5035032000015210        00152
        23        spring        3        35        33        05/23/00        7035033000014450        00144
        23        spring        2        35        34        05/31/00        5035034000015210        00152
        23        spring        4        36        32        04/12/00        7036032000010350        00103
        23        spring        4        36        33        04/12/00        7036033000010350        00103
        23        spring        4        36        34        04/12/00        7036034000010350        00103
        23        spring        5        37        32        05/08/01        7037032000112850        01128
        23        spring        6        37        33        05/05/00        7037033000012650        00126
        23        spring        7        37        33        06/06/00        7037033000015850        00158                        
        23        spring        6        37        34        05/05/00        7037034000012650        00126
        23        spring        7        37        34        06/06/00        7037034000015850        00158                        
        23        spring        8        38        34        05/12/00        7038034000013350        00133
        23        spring        9        38        35        04/26/00        7038035000011750        00117
        23        leafon        1        34        33        07/01/99        7034033009918250        99182        
        23        leafon        2        34        33        06/23/02        7034033000217450        02174        
        23        leafon        3        34        34        07/19/00        7034034000020150        00201        
        23        leafon        4        35        32        09/12/00        7035032000025650        00256        
        23        leafon        4        35        33        09/12/00        7035033000025650        00256        
        23        leafon        4        35        34        09/12/00        7035034000025650        00256        
        23        leafon        5        36        32        09/03/00        7036032000024750        00247        
        23        leafon        6        36        32        07/07/02        7036032000218850        02188        
        23        leafon        7        36        33        08/19/03        5036033000323110        03231        
        23        leafon        8        36        34        06/15/00        7036034000016750        00167        
        23        leafon        9        37        32        07/30/02        7037032000221150        02211        
        23        leafon        9        37        33        07/30/02        7037033000221150        02211        
        23        leafon       10        37        34        06/06/00        7037034000015850        00158        
        23        leafon       11        38        34        06/13/00        7038034000016550        00165        
        23        leafon       11        38        35        06/13/00        7038035000016550        00165
        23        leafoff       1        34        33        11/06/99        7034033009931050        99310        
        23        leafoff       1        34        34        11/06/99        7034034009931050        99310        
        23        leafoff       2        35        32        11/13/99        7035032009931750        99317        
        23        leafoff       3        35        33        10/12/99        7035033009928550        99285        
        23        leafoff       3        35        34        10/12/99        7035034009928550        99285        
        23        leafoff       4        36        32        11/04/99        7036032009930850        99308        
        23        leafoff       4        36        33        11/04/99        7036033009930850        99308        
        23        leafoff       5        36        34        10/19/99        7036034009929250        99292        
        23        leafoff       6        37        32        10/10/99        7037032009928350        99283        
        23        leafoff       6        37        33        10/10/99        7037033009928350        99283        
        23        leafoff       6        37        34        10/10/99        7037034009928350        99283        
        23        leafoff       7        38        34        11/02/99        7038034009930650        99306        
        23        leafoff       8        38        35        10/17/99        7038035009929050        99290
        24        spring        1        34        35        04/25/01        5034035000111510        01115
        24        spring        1        34        36        04/14/00        7034036000010550        00105
        24        spring        2        35        34        04/05/00        7035034000009650        00096
        24        spring        2        35        35        04/05/00        7035035000009650        00096
        24        spring        3        35        36        05/07/00        7035036000012850        00128
        24        spring        4        36        34        04/12/00        7036034000010350        00103
        24        spring        5        36        35        04/15/01        7036035000110550        01105
        24        spring        4        36        36        04/12/00        7036036000010350        00103
        24        spring        6        37        34        04/03/00        7037034000009450        00094
        24        spring        6        37        35        04/03/00        7037035000009450        00094                
        24        leafon        1        34        35        07/01/99        7034035009918250        99182
        24        leafon        2        34        36        09/05/00        7034036000024950        00249
        24        leafon        3        34        36        08/26/02        7034036000223850        02238        
        24        leafon        2        34        37        09/05/00        7034037000024950        00249        
        24        leafon        4        34        37        08/26/02        7034037000223850        02238        
        24        leafon        5        35        34        09/12/00        7035034000025650        00256        
        24        leafon        5        35        35        09/12/00        7035035000025650        00256        
        24        leafon        5        35        36        09/12/00        7035036100025650        00256        
        24        leafon        6        36        34        06/15/00        7036034000016750        00167        
        24        leafon        6        36        35        06/15/00        7036035000016750        00167        
        24        leafon        6        36        36        06/15/00        7036036000016750        00167        
        24        leafon        7        37        34        06/06/00        7037034000015850        00158        
        24        leafon        7        37        35        06/06/00        7037035000015850        00158
        24        leafoff       1        34        35        11/06/99        7034035009931050        99310        
        24        leafoff       1        34        36        11/06/99        7034036009931050        99310        
        24        leafoff       2        34        37        10/21/99        7034037009929450        99294        
        24        leafoff       3        35        34        10/12/99        7035034009928550        99285        
        24        leafoff       4        35        35        11/13/99        7035035009931750        99317        
        24        leafoff       4        35        36        11/13/99        7035036009931750        99317        
        24        leafoff       5        36        34        10/19/99        7036034009929250        99292        
        24        leafoff       5        36        35        10/19/99        7036035009929250        99292        
        24        leafoff       5        36        36        10/19/99        7036036009929250        99292        
        24        leafoff       6        37        34        10/10/99        7037034009928350        99283        
        24        leafoff       6        37        35        10/10/99        7037035009928350        99283
        25        spring        1        32        37        04/16/00        7032037000010750        00107
        25        spring        2        33        35        03/28/02        7033035000208750        02087
        25        spring        3        33        36        05/09/00        7033036000013050        00130
        25        spring        4        33        37        04/07/00        7033037000009850        00098
        25        spring        5        33        38        04/23/00        7033038000011450        00114
        25        spring        6        34        35        04/25/01        5034035000111510        01115
        25        spring        7        34        36        04/14/00        7034036000010550        00105
        25        spring        7        34        37        04/14/00        7034037000010550        00105
        25        spring        8        34        38        04/30/00        7034038000012150        00121
        25        spring        9        35        37        05/07/00        7035037000012850        00128
        25        spring       10        35        38        04/05/00        7035038000009650        00096
        25        spring       11        36        37        04/12/00        7036037000010350        00103
        25        spring       11        36        38        04/12/00        7036038000010350        00103
        25        leafon        1        32        37        10/23/99        7032037009929650        99296
        25        leafon        2        33        35        09/14/00        7033035000025850        00258        
        25        leafon       11        33        35        10/14/99        7033035009928750        99287        
        25        leafon        3        33        36        09/28/99        7033036009927150        99271        
        25        leafon        3        33        37        09/28/99        7033037009927150        99271        
        25        leafon        4        33        38        09/12/99        7033038009925550        99255        
        25        leafon        5        34        35        07/01/99        7034035009918250        99182        
        25        leafon        6        34        36        08/26/02        7034036000223850        02238        
        25        leafon        7        34        37        09/05/00        7034037000024950        00249        
        25        leafon        8        34        38        07/01/99        7034038009918250        99182        
        25        leafon        9        35        37        09/12/00        7035037000025650        00256        
        25        leafon        9        35        38        09/12/00        7035038000025650        00256        
        25        leafon       10        36        37        06/15/00        7036037000016750        00167        
        25        leafon       10        36        38        06/15/00        7036038000016750        00167
        25        leafoff       1        32        37        10/23/99        7032037009929650        99296        
        25        leafoff       2        33        35        10/14/99        7033035009928750        99287        
        25        leafoff       3        33        36        10/30/99        7033036009930350        99303        
        25        leafoff       3        33        37        10/30/99        7033037009930350        99303        
        25        leafoff       4        33        38        11/15/99        7033038009931950        99319        
        25        leafoff       5        34        35        11/06/99        7034035009931050        99310        
        25        leafoff       5        34        36        11/06/99        7034036009931050        99310        
        25        leafoff       6        34        37        10/21/99        7034037009929450        99294        
        25        leafoff       6        34        38        10/21/99        7034038009929450        99294        
        25        leafoff       7        35        37        11/13/99        7035037009931750        99317        
        25        leafoff       7        35        38        11/13/99        7035038009931750        99317        
        25        leafoff       8        36        37        10/19/99        7036037009929250        99292        
        25        leafoff       8        36        38        10/19/99        7036038009929250        99292
        26        spring        1        29        38        02/12/02        7029038000204350        02043
        26        spring        2        29        39        02/25/01        7029039000105650        01056
        26        spring        2        29        40        02/25/01        7029040000105650        01056
        26        spring        3        30        38        04/08/02        7030038000209850        02098
        26        spring        3        30        39        04/08/02        7030039000209850        02098
        26        spring        3        30        40        04/08/02        7030040000209850        02098
        26        spring        4        31        37        02/21/00        7031037000005250        00052
        26        spring        4        31        38        02/21/00        7031038000005250        00052
        26        spring        5        31        39        03/11/01        7031039000107050        01070
        26        spring        5        31        40        03/11/01        7031040000107050        01070
        26        spring        6        32        37        04/03/01        7032037000109350        01093
        26        spring        7        32        38        04/16/00        7032038000010750        00107
        26        spring        8        32        39        03/24/03        7032039000308350        03083
        26        spring        9        33        37        04/07/00        7033037000009850        00098
        26        spring       10        33        38        04/23/00        7033038000011450        00114 
        26        leafon        1        29        38        05/19/02        7029038000213950        02139        
        26        leafon        1        29        39        05/19/02        7029039000213950        02139        
        26        leafon        2        29        40        05/03/02        7029040000212350        02123        
        26        leafon        3        30        37        05/23/01        7030037000114350        01143        
        26        leafon        3        30        38        05/23/01        7030038000114350        01143        
        26        leafon        3        30        39        05/23/01        7030039000114350        01143        
        26        leafon        9        30        39        09/28/01        7030039000127150        01271        
        26        leafon        3        30        40        05/23/01        7030040000114350        01143        
        26        leafon        4        31        37        04/25/00        7031037000011650        00116        
        26        leafon        4        31        38        04/25/00        7031038000011650        00116        
        26        leafon        5        31        39        05/11/00        7031039000013250        00132        
        26        leafon        5        31        40        05/11/00        7031040000013250        00132        
        26        leafon        6        32        37        05/11/03        7032037000313150        03131        
        26        leafon        7        32        38        05/02/00        7032038000012350        00123        
        26        leafon        7        32        39        05/02/00        7032039000012350        00123        
        26        leafon        8        33        38        05/15/02        7033038000213550        02135
        26        leafoff       1        29        38        10/07/01        7029038000128050        01280        
        26        leafoff       2        29        39        09/24/02        7029039000226750        02267        
        26        leafoff       3        29        40        10/04/00        7029040000027850        00278        
        26        leafoff       4        30        38        10/14/01        7030038000128750        01287        
        26        leafoff       5        30        39        09/28/01        7030039000127150        01271        
        26        leafoff       4        30        40        10/14/01        7030040000128750        01287        
        26        leafoff       6        31        37        11/01/99        7031037009930550        99305        
        26        leafoff       6        31        38        11/01/99        7031038009930550        99305        
        26        leafoff       7        31        39        09/30/99        7031039009927350        99273        
        26        leafoff       7        31        40        09/30/99        7031040009927350        99273        
        26        leafoff       8        32        37        10/23/99        7032037009929650        99296        
        26        leafoff       8        32        38        10/23/99        7032038009929650        99296        
        26        leafoff       8        32        39        10/23/99        7032039009929650        99296        
        26        leafoff       9        33        37        10/30/99        7033037009930350        99303        
        26        leafoff      10        33        38        11/15/99        7033038009931950        99319
        27        spring        1        31        34        05/11/00        7031034000013250        00132
        27        spring        2        31        35        11/01/99        7031035009930550        99305
        27        spring        2        31        36        11/01/99        7031036009930550        99305
        27        spring        3        31        37        04/25/00        7031037000011650        00116
        27        spring        4        32        33        04/16/00        7032033000010750        00107
        27        spring        4        32        34        04/16/00        7032034000010750        00107
        27        spring        4        32        35        04/16/00        7032035000010750        00107
        27        spring        4        32        36        04/16/00        7032036000010750        00107
        27        spring        4        32        37        04/16/00        7032037000010750        00107
        27        spring        5        33        33        03/28/02        7033033000208750        02087
        27        spring        5        33        34        03/28/02        7033034000208750        02087
        27        spring        5        33        35        03/28/02        7033035000208750        02087
        27        spring        6        33        36        05/09/00        7033036000013050        00130
        27        spring        7        33        37        04/07/00        7033037000009850        00098
        27        leafon        1        31        33        10/18/00        7031033000029250        00292        
        27        leafon        2        31        34        06/15/01        7031034000116650        01166        
        27        leafon        3        31        35        08/13/99        7031035009922550        99225        
        27        leafon        3        31        36        08/13/99        7031036009922550        99225        
        27        leafon        4        31        37        09/30/99        7031037009927350        99273        
        27        leafon        5        32        33        06/06/01        7032033000115750        01157        
        27        leafon        6        32        34        09/07/00        7032034000025150        00251        
        27        leafon       15        32        34        06/22/01        7032034000117350        01173        
        27        leafon        6        32        35        09/07/00        7032035000025150        00251        
        27        leafon        6        32        36        09/07/00        7032036000025150        00251        
        27        leafon        6        32        37        09/07/00        7032037000025150        00251        
        27        leafon        7        32        37        10/23/99        7032037009929650        99296        
        27        leafon        8        33        33        08/13/00        7033033000022650        00226        
        27        leafon       13        33        33        10/16/00        7033033000029050        00290        
        27        leafon        9        33        34        07/10/99        7033034009919150        99191        
        27        leafon       10        33        34        07/02/02        7033034000218350        02183        
        27        leafon       11        33        35        09/14/00        7033035000025850        00258        
        27        leafon       12        33        36        05/31/02        7033036000215150        02151        
        27        leafon       14        33        36        09/28/99        7033036009927150        99271
        27        leafoff       1        31        34        10/18/00        7031034000029250        00292        
        27        leafoff       2        31        35        11/01/99        7031035009930550        99305        
        27        leafoff       2        31        36        11/01/99        7031036009930550        99305        
        27        leafoff       2        31        37        11/01/99        7031037009930550        99305        
        27        leafoff       3        32        33        10/09/00        7032033000028350        00283        
        27        leafoff       8        32        33        04/16/00        7032033000010750        00107        
        27        leafoff       4        32        34        10/23/99        7032034009929650        99296        
        27        leafoff       4        32        35        10/23/99        7032035009929650        99296        
        27        leafoff       4        32        36        10/23/99        7032036009929650        99296        
        27        leafoff       4        32        37        10/23/99        7032037009929650        99296        
        27        leafoff       5        33        33        10/16/00        7033033000029050        00290        
        27        leafoff       6        33        34        10/14/99        7033034009928750        99287        
        27        leafoff       6        33        35        10/14/99        7033035009928750        99287        
        27        leafoff       7        33        36        10/30/99        7033036009930350        99303        
        27        leafoff       7        33        37        10/30/99        7033037009930350        99303
        28        spring        1        32        34        04/16/00        7032034000010750        00107
        28        spring        2        33        33        03/28/02        7033033000208750        02087
        28        spring        2        33        34        03/28/02        7033034000208750        02087
        28        spring        2        33        35        03/28/02        7033035000208750        02087
        28        spring        3        34        31        04/04/02        7034031000209450        02094
        28        spring        4        34        32        04/17/01        7034032000110750        01107
        28        spring        4        34        33        04/17/01        7034033000110750        01107
        28        spring        4        34        34        04/17/01        7034034000110750        01107
        28        spring        5        34        35        04/25/01        5034035000111510        01115
        28        spring        6        35        31        05/31/00        5035031000015210        00152
        28        spring        6        35        32        05/31/00        5035032000015210        00152
        28        spring        7        35        33        05/23/00        7035033000014450        00144
        28        spring        8        35        34        05/31/00        5035034000015210        00152
        28        leafon        1        32        34        09/07/00        7032034000025150        00251
        28        leafon        2        33        33        08/13/00        7033033000022650        00226
        28        leafon       11        33        35        08/13/00        7033035000022650        00226
        28        leafon        3        33        34        07/10/99        7033034009919150        99191
        28        leafon       12        33        34        06/16/02        7033034000216750        02167
        28        leafon       13        33        34        07/02/02        7033034000218350        02183
        28        leafon        4        33        35        10/14/99        7033035009928750        99287
        28        leafon       14        34        31        07/09/02        7034031000219050        02190
        28        leafon        5        34        32        06/01/00        7034032000015350        00153
        28        leafon       15        34        32        06/23/02        7034032000217450        02174
        28        leafon        6        34        33        07/01/99        7034033009918250        99182
        28        leafon       15        34        33        06/23/02        7034033000217450        02174
        28        leafon        7        34        34        07/19/00        7034034000020150        00201
        28        leafon       16        34        34        07/19/00        7034034000020150        00201
        28        leafon        8        34        35        07/01/99        7034035009918250        99182
        28        leafon        9        35        31        07/16/02        7035031000219750        02197
        28        leafon       10        35        32        09/12/00        7035032000025650        00256
        28        leafon       10        35        33        09/12/00        7035033000025650        00256
        28        leafon       10        35        34        09/12/00        7035034000025650        00256
        28        leafoff       1        32        34        10/23/99        7032034009929650        99296
        28        leafoff       2        33        33        10/16/00        7033033000029050        00290
        28        leafoff       3        33        34        10/14/99        7033034009928750        99287
        28        leafoff       3        33        35        10/14/99        7033035009928750        99287
        28        leafoff       4        34        31        10/13/02        7034031000228650        02286
        28        leafoff       5        34        32        11/06/99        7034032009931050        99310
        28        leafoff       5        34        33        11/06/99        7034033009931050        99310
        28        leafoff       5        34        34        11/06/99        7034034009931050        99310
        28        leafoff       5        34        35        11/06/99        7034035009931050        99310
        28        leafoff       6        35        31        11/13/99        7035031009931750        99317
        28        leafoff       6        35        32        11/13/99        7035032009931750        99317
        28        leafoff       7        35        33        10/12/99        7035033009928550        99285
