"id","x","y","eame","heth"
1,494347.6418,498005.1517,0,1
2,491835.9061,495080.7641,0,0
3,493616.9596,497366.0335,0,0
4,493668.5292,494368.668,0,1
5,491156.8961,495354.8425,0,0
6,496204.3754,447138.3919,0,0
7,498551.3538,498567.3302,1,0
8,496375.1889,499602.5646,0,0
9,499577.7668,500637.9805,1,0
10,496156.2507,501792.9312,1,0
11,498008.38,491115.2227,0,0
12,495975.8225,492153.4046,0,0
13,497918.696,492128.6412,1,0
14,498269.308,490520.0202,0,0
15,497818.4318,493725.3062,1,0
16,533298.7241,383376.2199,0,1
17,532223.2247,386738.3691,0,0
18,531282.8187,383928.9272,0,1
19,534718.1324,386583.5061,0,0
20,532224.8551,386289.6605,0,0
21,535719.4624,389983.3712,0,1
22,537569.6425,390279.0243,0,1
23,537846.2911,387312.0254,0,0
24,535405.6844,391448.7336,0,0
25,535963.5234,390540.4071,0,1
26,537902.498,381648.8536,0,1
27,535104.0849,380944.3942,0,1
28,538806.1338,378150.5338,0,1
29,538981.4497,380618.9312,0,1
30,538697.9888,378894.3731,0,0
31,395832.633,499116.8269,0,0
32,395097.4631,498725.5235,0,0
33,393761.3604,498000.5197,0,0
34,394334.0814,497867.0012,0,0
35,392175.5553,499488.9364,0,1
36,400947.3324,499500.7328,0,0
37,400995.2425,501353.4108,1,0
38,399795.2048,502719.3897,0,0
39,397281.6928,502708.2877,0,0
40,397873.9963,504030.4704,0,0
41,400871.3309,494653.7758,0,0
42,399261.0156,490360.0643,0,0
43,399993.5817,490957.4951,0,0
44,400800.9183,490740.1888,0,0
45,400019.0382,494678.5779,0,1
46,532964.1591,522755.2685,1,0
47,529866.1387,522736.3655,1,1
48,532721.9191,525617.6063,0,1
49,529914.9969,524654.9874,0,0
50,531129.6676,523571.6396,0,1
51,535559.6006,528738.9611,0,1
52,535100.4709,528376.7995,0,1
53,537276.9499,526497.1221,0,1
54,535145.05,527132.672,0,1
55,535208.2517,526316.2961,0,1
56,536125.7799,520311.8399,0,0
57,538459.3811,518716.2586,0,0
58,535892.669,521119.9958,0,0
59,539238.4265,519526.2022,0,0
60,536875.3161,519249.5347,0,1
61,651494.4007,332274.5155,0,0
62,653761.8861,328790.5088,0,0
63,654399.5844,329057.6096,0,0
64,654432.0706,328687.1721,0,0
65,653538.9497,332072.5166,0,0
66,658052.3806,336935.5042,1,0
67,660565.862,335764.2307,1,0
68,658958.2627,336156.3958,0,0
69,660078.2507,337772.9119,1,0
70,660614.9893,334535.2821,0,0
71,659903.692,324110.8337,0,0
72,658808.5143,328261.3783,0,0
73,659976.8441,328282.1817,1,0
74,659939.015,326512.5759,0,0
75,660645.1994,326876.1277,0,0
76,356085.4712,553789.3966,0,0
77,355759.2806,551757.9319,0,0
78,358328.4122,551350.0946,0,0
79,356828.3045,551379.9288,0,1
80,357747.0441,552820.2573,0,1
81,362767.0599,558401.0512,0,1
82,362020.4536,560366.3166,0,0
83,363273.1935,559973.6084,0,0
84,360021.1971,559528.7473,1,0
85,361148.4893,557698.0957,1,0
86,358769.562,551303.2002,0,0
87,358562.0974,548128.0226,0,0
88,359197.7957,546794.4381,0,0
89,362444.2017,546845.8144,1,0
90,362463.0557,547317.7873,0,0
91,608256.9404,606181.0446,0,1
92,608311.0455,607550.9076,0,0
93,607977.7812,607213.8838,0,1
94,611553.5145,606305.6571,0,1
95,607831.4669,605941.6192,0,1
96,611356.4638,609718.8548,0,1
97,614275.8315,611377.463,0,1
98,613697.5556,614552.5719,0,1
99,614826.5306,611092.5103,0,1
100,614742.0701,610687.8062,0,1
101,615904.5875,611685.9395,0,1
102,612040.1521,614652.0795,0,0
103,613056.8706,602259.6527,0,1
104,614559.2029,604603.9241,0,1
105,612973.5746,604497.6547,0,1
106,615110.5128,605125.799,0,1
107,616566.6038,602585.675,0,1
108,615737.1089,605237.7064,0,1
109,570211.0517,438393.2285,1,0
110,570488.9199,440651.4701,1,1
111,572088.0423,440128.6412,0,0
112,573791.2919,438788.3723,0,0
113,570491.9878,441076.9425,0,0
114,576904.8588,446892.9476,0,0
115,579479.4054,443774.4676,0,1
116,577582.5608,444979.3476,0,0
117,577175.0261,443203.9354,0,1
118,578540.3237,446024.3338,0,0
119,579366.2565,438120.2774,0,1
120,577723.191,436915.8018,0,0
121,578541.8468,438068.3864,0,1
122,575261.8658,436516.7913,0,0
123,576560.87,438159.7574,0,1
124,357226.0235,662857.5852,0,1
125,358608.0092,662631.6911,0,1
126,360874.3487,663723.816,0,1
127,356826.6077,662702.6249,0,1
128,360920.6139,665723.9901,0,1
129,360908.0596,665098.3292,0,1
130,360895.9176,664634.9928,0,1
131,362679.8172,669277.2632,0,1
132,363809.0152,668982.3317,0,1
133,362609.207,668687.5786,0,1
134,362985.1532,668165.2604,0,1
135,362422.8858,669735.3578,0,1
136,364256.6055,661933.9029,0,1
137,362552.6352,660902.6455,0,1
138,364566.6498,660886.3924,0,1
139,364294.2389,660430.8375,0,1
140,365303.3768,660760.8628,0,1
141,363423.5513,660254.1782,0,1
142,365654.2128,660946.5153,0,1
143,590912.1585,606312.2735,0,1
144,589085.9972,606520.5034,0,1
145,590281.49,605650.5797,0,1
146,543952.7139,605353.1611,0,0
147,588289.6401,606521.6563,0,1
148,596822.6056,610932.2423,0,1
149,597320.612,613919.8995,0,1
150,596596.7753,611271.6947,0,1
151,594211.6292,611738.1644,0,0
152,595858.931,610845.8743,0,0
153,595138.5207,601892.9075,0,1
154,594911.5312,600898.9634,0,1
155,593340.1179,604085.9647,0,1
156,592780.9829,603675.9968,0,0
157,593092.59,601989.5367,0,1
158,594790.3164,604442.2434,0,1
159,594304.1736,604424.1621,0,1
160,531136.9559,247708.9111,0,0
161,530981.9511,247325.5658,0,0
162,530837.9783,245639.7125,0,0
163,533861.0434,246873.237,0,0
164,534271.3199,244935.2654,1,0
165,537118.0548,250764.8252,0,0
166,537349.5461,249861.5066,0,0
167,539523.0541,250554.6634,0,1
168,537928.6625,249449.9015,1,0
169,538091.8415,251550.1649,1,0
170,539653.5981,239741.6643,1,0
171,535442.6057,240692.6335,1,0
172,536562.9231,240524.2142,1,0
173,535714.302,240186.893,1,0
174,539140.2636,239754.6643,1,0
175,355107.7272,470964.0649,0,1
176,352580.9213,471182.5327,0,0
177,353112.0894,468512.1349,0,1
178,352077.0404,471684.7212,0,0
179,353359.7078,471650.3472,0,0
180,357794.5498,473919.3128,0,0
181,357300.1436,475712.4534,0,0
182,359665.9619,473424.5538,0,0
183,358683.9477,473896.9939,0,0
184,359275.0114,475480.5932,0,0
185,360510.6358,466229.9926,0,0
186,358099.8442,467417.0217,0,0
187,357453.9557,463435.1198,0,0
188,356489.2538,466656.1804,0,0
189,361335.5517,463569.9155,0,0
190,534138.7895,414601.8365,0,1
191,534523.499,411530.4225,0,0
192,533150.4728,414587.5647,0,0
193,534512.1164,411979.1276,0,0
194,534324.724,413241.6049,0,0
195,537722.4804,417178.5359,0,0
196,538462.9787,415714.4143,0,1
197,537893.5936,416813.57,0,0
198,538703.9774,418045.4106,0,1
199,538101.0765,418038.1653,0,1
200,539354.0702,406630.1665,0,1
201,535875.2408,407546.0795,0,1
202,537778.9818,406025.9394,0,0
203,538203.2507,405934.9097,0,0
204,539785.5244,409198.3151,0,1
205,669547.4692,551178.0606,0,1
206,667168.4097,553153.8873,0,1
207,670378.362,555059.5122,0,0
208,670471.8151,552134.9412,0,1
209,667168.8092,555475.9478,0,1
210,667738.9268,552186.8686,0,1
211,676270.5988,556911.8743,0,1
212,672888.7593,559277.5264,0,1
213,676147.5367,559343.3132,0,1
214,676188.7966,557999.2493,0,1
215,675081.9539,558484.2746,0,1
216,676157.5707,558940.0354,0,1
217,676446.7711,549512.7605,0,0
218,675154.7761,551095.967,0,1
219,675581.3526,550625.1674,0,1
220,672962.5382,547879.7883,0,1
221,674332.0036,546972.778,0,0
222,675726.4395,548937.9766,0,1
223,674722.7629,546787.8311,0,1
224,431469.4756,469140.2324,0,0
225,431087.1706,467852.2541,0,0
226,433509.3152,469602.5351,1,0
227,433509.3152,469602.5351,0,0
228,432470.6191,467515.6026,0,0
229,436845.2553,474859.2964,0,1
230,437431.3511,474995.0789,0,1
231,440625.0845,474711.6339,0,1
232,440236.2429,471570.1065,0,1
233,436939.3462,475585.7944,0,1
234,436685.5437,461856.0074,0,0
235,440477.3918,464903.4586,0,1
236,440467.1145,464132.5682,0,1
237,440478.2795,465426.7176,0,1
238,437922.0735,461887.9737,0,1
239,614581.0187,247753.3171,0,0
240,616996.4599,247967.7914,0,0
241,615391.5752,245470.9477,0,0
242,616101.0235,247968.6249,0,0
243,615051.5652,247493.2081,1,0
244,621578.4227,251097.9271,1,0
245,620048.2638,250791.2765,0,0
246,621432.3757,249554.1471,0,0
247,620011.4769,252371.2468,0,0
248,617714.4973,251071.1054,0,0
249,619921.9397,242290.5737,0,0
250,618729.1129,240436.4527,0,0
251,620822.6437,240231.1082,0,0
252,620278.5298,241955.8589,0,0
253,620327.3062,240738.1636,0,0
254,333890.2441,500707.6327,0,0
255,336791.5154,497267.3739,1,0
256,337091.6249,499696.9055,0,0
257,333338.8503,499180.5133,0,0
258,333536.4321,500919.1812,1,0
259,340144.5503,502666.5038,0,0
260,340412.6548,503641.7476,1,0
261,338518.3457,502784.7581,0,1
262,339715.2292,502665.2638,0,1
263,341966.3977,501667.1663,0,0
264,340811.7945,491822.8083,0,0
265,338492.9472,494319.4389,1,0
266,341984.1383,496063.5776,1,0
267,341702.7047,494381.5947,1,0
268,339136.4704,493883.2204,1,0
269,433253.3384,610013.5538,0,1
270,433926.0049,609562.968,0,1
271,436789.1522,606333.3273,0,1
272,437452.0417,607889.078,0,1
273,437147.1119,605730.6691,0,1
274,440171.4636,610384.7533,0,0
275,438886.5903,610092.5711,0,1
276,441513.9847,610772.0332,0,1
277,441033.8695,610677.0324,0,1
278,439512.5808,603822.5551,0,1
279,442550.1094,613061.4245,0,1
280,437928.1724,604800.1454,0,0
281,439678.012,558469.3967,0,0
282,440325.0784,603539.7888,0,1
283,440165.4093,601204.937,0,1
284,440822.7205,605081.3411,0,1
285,453169.035,245642.825,0,0
286,452821.6682,246745.6168,1,0
287,449639.8891,246605.0939,1,0
288,450155.4025,247029.6543,0,0
289,451218.5275,246676.9604,0,0
290,453762.7036,249967.0979,0,0
291,458235.33,249786.8848,0,0
292,458476.3173,251653.7508,0,0
293,456701.8206,252048.4676,0,0
294,455115.4233,249002.5447,0,0
295,377130.3892,554369.6743,0,0
296,373916.0291,554391.3206,0,0
297,374968.3231,554830.4646,0,0
298,373883.473,553327.2108,0,0
299,374701.8745,554438.6858,0,0
300,382846.4976,558604.9255,0,1
301,382740.0244,559777.6548,0,0
302,379646.2023,558801.2733,0,0
303,381183.0779,556141.7277,0,0
304,382672.616,557804.0077,0,0
305,378741.6778,546679.4192,0,0
306,379510.1166,550680.2993,0,1
307,382548.1835,549962.9883,0,1
308,381257.4568,549193.2629,0,0
309,381811.0201,550226.9913,0,0
310,612125.1354,328075.703,0,0
311,614110.6179,331138.9123,0,0
312,613508.8236,331698.1544,0,0
313,612032.7693,330038.3116,0,0
314,613705.1001,330385.6966,0,0
315,618980.6032,332498.333,0,0
316,618006.5322,332486.3156,0,0
317,616598.0124,332469.3074,0,0
318,616973.5179,333027.888,0,0
319,620801.6347,332527.5523,0,0
320,616253.5073,325988.3756,0,0
321,618053.0926,324266.9703,0,0
322,620993.0229,327689.4119,0,0
323,618124.7429,325078.9001,0,0
324,618605.6591,327647.4394,0,0
325,397008.8185,607660.2815,0,1
326,396813.3921,609683.742,0,1
327,394668.5827,608639.8418,0,1
328,394584.7214,607870.1625,0,0
329,398107.3164,607910.831,0,1
330,400574.261,612920.9347,0,1
331,403418.9367,613007.6873,0,1
332,400591.6194,613377.4121,0,0
333,402306.8262,613485.6087,0,1
334,402497.258,610790.0388,0,1
335,398984.225,604927.095,0,1
336,401895.996,601543.1649,0,1
337,399941.4752,604916.2226,0,1
338,403247.7157,604062.7087,0,1
339,401887.3266,602757.0211,0,1
340,491533.5378,248362.5871,0,0
341,493439.611,245682.1739,0,0
342,491542.1485,247668.523,0,0
343,492701.4707,245688.3761,0,0
344,489732.1678,248065.971,0,0
345,498762.0096,251423.643,0,0
346,497350.5664,250862.9085,0,0
347,497952.5849,253011.8934,1,0
348,496297.0392,251363.9202,0,0
349,497925.1371,250054.8689,1,0
350,497908.1385,243443.39,0,0
351,494717.2305,240393.9514,1,0
352,495723.7348,240769.0109,1,0
353,494727.2261,240886.9452,1,0
354,497890.1668,240377.5582,0,0
355,377578.4301,665094.5967,0,1
356,379456.0111,665996.9138,0,1
357,377760.8712,664550.0152,0,1
358,379730.4617,663608.1473,0,1
359,376228.4938,665984.6894,0,1
360,385003.167,666638.0461,0,1
361,385383.2723,667495.5999,0,1
362,381888.6043,669166.1324,0,0
363,384991.5511,668083.4937,0,1
364,381101.4075,666749.4593,0,1
365,384568.2806,657702.0715,0,1
366,381954.9793,660393.2869,0,1
367,383135.6593,657564.0413,0,1
368,382872.9327,658060.2082,0,1
369,381403.5847,659753.2658,0,1
370,384177.6921,659539.4806,0,1
371,385182.6048,658794.5351,0,1
372,383689.763,658908.96,0,1
373,384443.9986,659892.6088,0,1
374,383930.6273,659222.6177,0,1
375,530681.8671,468262.0638,1,0
376,530672.367,469215.1283,0,0
377,530679.604,466275.9254,0,1
378,533649.5659,466358.164,0,1
379,530682.1956,467584.4674,1,0
380,537256.6278,470637.898,0,0
381,536495.0391,473558.4898,0,0
382,537974.4732,471430.7661,0,0
383,536811.796,473844.7914,0,0
384,535067.5599,471822.1059,0,1
385,537455.7391,464375.6356,0,0
386,539775.2151,461970.7385,0,0
387,538468.9265,462484.515,0,1
388,538862.7289,463705.3238,0,1
389,535001.7251,464361.6988,0,0
390,395800.9371,581078.1845,0,1
391,395966.5851,581965.1488,0,1
392,394682.092,581642.9678,0,1
393,398746.4811,577980.4578,0,1
394,396825.3075,579072.8397,0,1
395,402436.5914,583035.5766,0,1
396,401849.9545,587323.3703,0,1
397,403151.9203,584185.7467,0,1
398,402045.7416,585009.0386,0,1
399,401829.4961,586696.9235,0,1
400,401410.4367,574269.4333,0,1
401,399534.2032,577449.5037,0,1
402,402445.8999,577705.1561,0,0
403,396593.0564,582217.2311,0,0
404,399944.0288,573673.9543,0,1
405,576305.7461,527100.2683,0,1
406,574658.6325,526785.881,0,1
407,574637.7659,527384.5287,0,1
408,574805.4113,529063.586,0,0
409,578323.1291,529142.7721,1,0
410,578133.5264,518813.1493,0,1
411,576201.0145,519414.5847,0,1
412,577099.3215,521025.7566,0,1
413,578937.441,519964.8812,0,1
414,577637.6499,518783.0795,0,1
415,492256.7702,608936.6754,0,1
416,494318.9781,605197.88,0,1
417,495087.2151,607255.7768,0,1
418,495512.1546,607680.7309,0,1
419,491041.8133,606503.4285,0,1
420,491102.2587,609315.2922,0,0
421,493469.4903,605112.5799,0,1
422,499481.5274,611847.2442,0,1
423,495812.3302,610501.6825,0,1
424,498751.5512,611087.5156,0,1
425,496596.2848,611489.7434,0,0
426,498028.9215,613746.6358,0,0
427,495904.4396,602322.7255,0,0
428,496616.5083,601467.8097,0,0
429,500261.7334,601703.9937,0,1
430,497205.6336,603629.9636,0,1
431,498057.2713,602530.2659,0,1
432,469497.0147,299553.015,0,0
433,471026.6926,300311.4691,0,0
434,469787.1625,300535.9541,0,0
435,472359.3997,303978.0242,0,0
436,473802.3463,301967.9172,0,0
437,470292.3212,300703.2751,0,0
438,471154.3892,303831.0939,1,0
439,476736.4644,308054.555,0,0
440,474749.1781,307843.1717,0,0
441,475454.574,305218.6517,0,0
442,474503.6006,307180.6843,0,0
443,477113.5003,305533.3775,0,0
444,475595.0794,308570.5706,0,0
445,476713.5937,308542.2451,0,0
446,477214.0057,296194.0037,0,1
447,478618.4769,295642.27,1,0
448,476236.862,299047.6879,0,0
449,474987.5572,297974.1416,0,0
450,477839.1822,297336.2013,0,0
451,477644.5137,296106.9121,0,0
452,474294.7441,299177.0578,0,0
453,569998.5349,633203.149,0,1
454,570915.1455,633265.1405,0,1
455,571312.113,632876.2049,0,1
456,570573.1144,632802.2833,0,1
457,569601.7068,633015.471,0,1
458,575401.8486,631653.9313,0,1
459,577126.6825,631683.0875,0,1
460,574419.7469,631116.2162,0,0
461,574492.3013,632163.5951,0,1
462,577305.5114,628408.9689,0,1
463,415413.1673,526659.6689,0,1
464,415249.8384,524475.4984,0,1
465,412007.5306,523736.4467,0,1
466,412060.5672,522510.9721,0,1
467,416058.4672,524285.5161,0,0
468,418908.1045,530112.1365,0,1
469,421140.273,530223.5734,0,1
470,421225.4204,527879.8642,0,0
471,417841.7347,527907.9513,0,1
472,418088.4849,527526.17,0,1
473,417163.0798,527466.6673,0,1
474,420661.286,521240.4868,0,0
475,417553.5321,520707.5986,0,1
476,421434.5519,520915.0875,0,0
477,417115.4563,520020.1843,0,1
478,419802.8711,519202.7393,0,0
479,434314.2174,496865.5259,0,1
480,434251.8451,494624.2429,1,1
481,433718.1967,497199.0768,0,0
482,434410.6079,498230.8425,1,0
483,434235.6371,495241.0974,1,0
484,437700.5264,501297.4975,0,0
485,440808.512,499987.1952,0,0
486,438700.5334,500501.4066,0,0
487,439152.3831,500497.8972,0,0
488,440368.6006,502090.3071,0,0
489,438329.9766,493462.1152,0,0
490,440850.5808,494012.6523,1,0
491,436363.017,492474.2222,0,0
492,438361.2727,490836.3416,0,0
493,437422.2487,490843.924,0,1
494,411652.7177,467751.3207,0,0
495,415035.461,468617.6718,1,0
496,413696.3056,468215.137,1,0
497,415590.4465,471024.221,0,0
498,412112.2841,469490.3158,0,0
499,418087.3612,473436.4869,0,0
500,416866.0015,475863.6866,0,0
501,417406.853,475469.4949,0,0
502,420448.1874,471668.5231,0,0
503,418340.7622,473984.7023,0,0
504,420355.6683,464591.2699,0,0
505,418770.7301,466148.0783,0,0
506,416109.9623,464204.7854,1,0
507,418210.9764,462173.6404,0,0
508,420354.2149,463519.1087,0,0
509,613064.3034,357000.8891,0,0
510,612493.1726,359821.1659,0,0
511,611450.3963,358879.2593,0,0
512,613475.4163,359828.1731,0,0
513,615695.4863,358258.861,0,0
514,618141.712,363206.6174,0,0
515,619528.4371,363983.6695,0,0
516,619465.0595,361588.769,0,0
517,618878.7063,364783.8426,0,0
518,616240.5961,361097.1647,0,0
519,616765.5221,351875.7357,0,0
520,620573.5846,353181.5726,0,0
521,620547.656,354960.8029,0,0
522,619331.4953,354688.2474,0,0
523,617216.6885,355031.5455,0,0
524,551556.3088,359324.265,0,1
525,551781.4653,357722.6707,0,1
526,553791.4055,356441.9584,0,0
527,553776.2305,355935.4277,0,0
528,554523.0061,357124.301,0,0
529,555633.7488,363747.4159,0,0
530,560235.6797,361425.6294,0,0
531,555960.8632,363110.5407,0,1
532,559354.7976,361511.4533,0,0
533,557187.1091,361260.2353,1,0
534,558174.2392,352718.209,0,0
535,559795.4067,352977.5458,0,0
536,556797.3128,354663.0148,1,0
537,556017.5093,353939.0731,1,1
538,555345.6932,350905.6623,1,0
539,671434.3016,413524.9554,0,0
540,674879.7647,412709.5376,0,0
541,673614.7908,414742.4896,1,0
542,670684.1924,412336.3814,0,0
543,669879.5827,415661.9134,0,0
544,676173.202,418825.9831,0,0
545,678873.5938,418067.3016,0,0
546,677758.3086,420338.7285,0,0
547,677358.8524,417239.4908,0,0
548,679683.7729,418079.1932,0,0
549,679144.0013,408414.8162,0,0
550,679703.2598,409645.3282,0,1
551,676428.3265,411534.8385,0,1
552,677072.4607,409923.1647,0,0
553,678651.0333,411628.1181,0,0
554,430135.4706,273972.921,0,0
555,429031.6587,275787.8794,0,0
556,428395.2274,273830.4372,0,0
557,428415.0225,274702.0599,0,0
558,428325.3328,274280.0868,0,0
559,428714.0515,275342.2717,0,0
560,437723.8626,280250.6506,0,1
561,436935.5329,278914.0508,0,0
562,434470.9056,280010.611,0,0
563,435784.6298,281282.7021,0,0
564,434322.629,281258.6347,0,0
565,433616.869,269744.376,0,0
566,436656.0413,267976.4711,0,0
567,435088.186,271644.127,0,0
568,437202.6006,267986.5273,1,0
569,438230.5988,267476.6632,0,0
570,434686.3525,270380.7446,0,0
571,434924.4788,271279.6386,0,0
572,659008.0565,392504.0521,0,0
573,659821.194,392897.89,0,0
574,660310.8746,392049.3095,0,0
575,657450.7613,390159.1484,0,0
576,655443.7767,389727.7499,0,0
577,657771.2474,381338.7248,1,0
578,659014.7779,382966.9615,0,0
579,657090.8537,380083.4792,0,0
580,659519.2123,381480.8075,0,0
581,657763.3871,382955.2954,1,0
582,413708.0575,551365.4879,0,0
583,413799.5396,554742.2108,0,1
584,415270.2944,550261.3631,0,1
585,413740.059,552796.2642,0,1
586,416468.3764,550160.4162,0,1
587,421768.8932,556763.9273,0,1
588,420687.4075,554717.3678,0,0
589,421423.9527,555506.9695,0,1
590,417807.4059,557087.1777,1,1
591,418622.4839,558279.6755,0,1
592,421100.8954,547237.8432,0,1
593,420316.5674,547250.2072,0,1
594,419242.3205,546955.0443,0,1
595,419855.3261,547245.3003,0,1
596,422017.7868,547241.2927,0,1
597,711778.3789,472191.9976,1,0
598,712337.4,468946.5914,1,0
599,710156.5596,471390.1872,0,0
600,708585.6629,470190.0588,0,0
601,711750.9485,471674.1918,0,0
602,715733.3574,475476.2471,0,0
603,713613.2308,477053.2631,1,0
604,714824.6326,475278.5949,0,0
605,715666.8653,474063.2853,1,0
606,713172.5727,477610.4012,1,0
607,717758.1759,465885.9518,0,0
608,714239.4601,468199.6817,0,0
609,713422.8478,464622.9307,1,0
610,713483.2013,468307.0634,1,0
611,714608.9197,465628.0316,0,0
612,591166.3243,524736.5052,0,1
613,591222.922,525852.6359,0,0
614,592837.7173,522922.2371,0,1
615,589635.3189,525439.4697,0,0
616,589613.3115,526299.1777,0,0
617,594533.6863,529126.1195,0,0
618,595787.0074,527719.9256,0,0
619,594814.7207,530124.9543,0,0
620,597866.3505,529575.09,0,0
621,594149.5918,530148.2409,0,1
622,597246.0805,518935.6296,0,1
623,594401.1643,517450.6516,0,1
624,594048.293,518102.0507,0,1
625,598188.8934,521364.8494,0,1
626,597458.081,521540.3301,0,1
627,533044.2762,580464.4317,0,1
628,531852.0861,581417.523,0,1
629,533689.5358,579821.4273,0,1
630,529938.7247,578501.1054,0,1
631,532549.3423,578036.9658,0,0
632,537562.106,582954.2104,0,1
633,534842.3998,581893.889,0,1
634,537359.14,582341.4684,0,1
635,539082.8979,585448.4944,0,1
636,537620.784,583944.2981,0,1
637,535098.9051,573673.0227,0,1
638,538792.1079,575845.0663,0,1
639,535109.3619,574505.1905,0,1
640,537108.6402,574634.7808,0,1
641,539411.0003,572497.2683,0,1
642,472924.0664,607289.2929,0,1
643,473101.9181,608046.8352,0,0
644,475259.9505,606125.2755,0,1
645,473798.6493,605644.9097,0,1
646,474904.8531,607297.8569,0,0
647,480909.0308,610126.9429,0,1
648,480098.2885,610569.9044,0,1
649,480032.0053,613733.6638,0,1
650,477255.4837,613138.942,0,1
651,476549.2901,612169.4238,0,1
652,481051.3739,604184.9969,0,1
653,477815.283,603807.331,0,1
654,481112.2376,604860.1593,0,0
655,481085.054,601275.9484,0,1
656,478489.8718,601342.8005,0,1
657,656939.3372,247015.5889,0,0
658,654738.812,246842.4321,0,0
659,656705.1621,248621.7577,0,0
660,656637.2827,247660.6035,0,0
661,655496.9705,248641.3145,1,0
662,658694.4262,251046.48,0,0
663,658308.1214,253975.9995,0,0
664,659239.08,252026.1503,0,0
665,662470.5602,252008.6911,0,0
666,658392.628,252086.9125,0,0
667,659918.2409,240904.0582,0,0
668,661942.7369,244595.6872,0,0
669,662395.3238,244716.0686,0,0
670,661721.2558,240709.5974,0,0
671,658633.433,244192.066,0,0
672,417661.8783,633758.999,0,1
673,417646.4366,637917.0177,0,1
674,414643.3655,635010.4675,0,1
675,418266.6293,635907.268,0,1
676,416327.956,635287.3726,0,1
677,418790.4392,640136.3636,0,1
678,422928.2325,639914.8273,0,1
679,419847.0534,642482.9248,0,1
680,422802.8052,638185.288,0,1
681,422289.0609,639546.0198,0,1
682,420823.7951,632420.0493,0,1
683,422942.7843,631625.9723,0,1
684,421895.198,629486.58,0,1
685,420119.345,629614.1326,0,1
686,421456.3513,631989.7524,0,1
687,421401.3093,633129.7976,0,1
688,493191.559,382856.1855,0,0
689,493918.8505,383036.5475,0,0
690,490475.5111,384481.5487,0,0
691,493946.1823,383862.7867,0,0
692,494179.6495,384448.3133,0,0
693,498179.9718,390012.8943,0,1
694,498191.1494,388050.2763,0,0
695,498210.9216,391860.9784,0,0
696,498803.6636,391436.99,0,0
697,499806.4993,388735.9969,0,0
698,496578.5494,379831.2111,0,1
699,497750.1176,381412.1083,0,0
700,495411.776,381429.2477,0,0
701,495798.6211,379829.5661,0,0
702,497298.6615,382070.0458,0,1
703,672321.5733,357036.085,0,1
704,674286.2962,360467.0713,0,0
705,673712.4699,356636.7565,0,0
706,671764.6888,360637.1039,0,0
707,672394.1798,360642.547,1,0
708,671628.3526,356589.1791,0,0
709,672142.6192,358129.895,0,0
710,672344.001,357715.5513,0,1
711,672293.0521,359031.1878,0,0
712,679593.3923,364559.0653,0,0
713,677827.2692,362613.4325,1,0
714,680147.6453,364697.9243,0,0
715,679440.4886,365663.3677,0,0
716,677870.5771,361497.6268,0,1
717,680842.6798,356743.3237,0,0
718,631208.2682,348443.9474,0,0
719,679026.3371,355167.4429,0,1
720,679690.3563,353410.7772,0,0
721,676319.4421,355091.4303,0,0
722,532106.933,553026.6552,0,1
723,533547.9662,551987.5099,0,1
724,534057.9663,552300.8105,0,1
725,535976.8801,549001.3858,0,0
726,534012.1181,551818.5494,0,1
727,537617.2178,554476.1674,0,1
728,539149.6693,558010.2248,0,1
729,538245.0128,557695.345,0,0
730,536511.7572,556568.4609,0,1
731,535212.842,558518.2751,0,1
732,535984.6036,547191.6521,0,1
733,535974.9512,548528.1116,0,1
734,539186.3623,544943.1227,0,1
735,538916.5782,546134.3651,0,1
736,534352.7651,549915.1266,0,1
737,535983.8255,548114.857,0,0
738,535984.931,547679.3637,0,1
739,535983.369,546752.8207,0,1
740,319182.9123,556958.5023,0,0
741,317351.3553,555206.8288,0,0
742,318936.2535,552598.144,0,0
743,314725.2335,555246.4617,0,0
744,315663.2261,552622.4426,0,0
745,323895.3993,558923.5781,0,0
746,322237.7113,557760.1139,0,0
747,320847.4851,561393.8095,0,0
748,322269.6497,558277.3234,0,0
749,323430.7457,557776.032,0,0
750,322802.5954,551493.8135,0,0
751,323481.5326,548853.7633,0,0
752,320830.0621,550670.7539,0,0
753,321272.0804,551767.7152,0,0
754,322381.4632,550405.0013,0,0
755,413667.0564,607712.4489,0,1
756,415287.0638,610096.4563,0,1
757,414813.6612,610108.9468,0,1
758,417939.4446,608539.5024,0,1
759,417931.2276,607243.8038,0,0
760,421265.8553,613259.7555,0,1
761,420278.4183,614142.4881,0,1
762,420714.8077,614112.1098,0,1
763,418429.3192,612536.7435,0,1
764,421605.9685,612872.0212,0,1
765,419293.4845,602128.2044,0,1
766,418719.2484,602845.4925,0,1
767,421679.1628,602464.3727,0,1
768,420742.7079,602044.7892,0,1
769,421791.1858,603850.6328,0,1
770,395012.3015,637659.2491,0,1
771,396722.9893,637637.9054,0,1
772,395456.596,636848.7688,0,1
773,395085.0532,635965.9842,0,1
774,396705.365,638257.3888,0,1
775,399818.1305,641655.6599,0,1
776,402703.884,642401.0234,0,1
777,403365.2478,642021.5737,0,1
778,402048.3267,642198.0026,0,1
779,400905.7357,642056.759,0,1
780,401753.9587,631135.3271,0,1
781,403501.7631,631756.5537,0,1
782,404061.4377,631735.9465,0,1
783,400408.079,630302.223,0,1
784,402780.9843,631512.42,0,1
785,338181.5823,583102.3127,0,0
